tick,coins left,player input,player coins,e1 coins,e2 coins,e3 coins,player pos,e1 pos,e2 pos,e3 pos,
1,30,,0,0,0,0,(360, 225),0,0,0,0,(1079.2928932188136, 224.29289321881345),(359.29289321881345, 675.7071067811866),(1079.2928932188136, 674.2928932188134),
2,30,,0,0,0,0,(360, 225),0,0,0,0,(1078.5857864376271, 223.5857864376269),(358.5857864376269, 676.4142135623731),(1078.5857864376271, 673.5857864376269),
3,30,,0,0,0,0,(360, 225),0,0,0,0,(1077.8786796564407, 222.87867965644034),(357.87867965644034, 677.1213203435597),(1077.8786796564407, 672.8786796564403),
4,30,,0,0,0,0,(360, 225),0,0,0,0,(1077.1715728752542, 222.1715728752538),(357.1715728752538, 677.8284271247462),(1077.1715728752542, 672.1715728752538),
5,30,,0,0,0,0,(360, 225),0,0,0,0,(1076.4644660940678, 221.46446609406723),(356.46446609406723, 678.5355339059328),(1076.4644660940678, 671.4644660940672),
6,30,,0,0,0,0,(360, 225),0,0,0,0,(1075.7573593128814, 220.75735931288068),(355.7573593128807, 679.2426406871193),(1075.7573593128814, 670.7573593128807),
7,30,,0,0,0,0,(360, 225),0,0,0,0,(1075.050252531695, 220.05025253169413),(355.0502525316941, 679.9497474683059),(1075.050252531695, 670.0502525316941),
8,30,,0,0,0,0,(360, 225),0,0,0,0,(1074.3431457505085, 219.34314575050757),(354.3431457505076, 680.6568542494924),(1074.3431457505085, 669.3431457505076),
9,30,,0,0,0,0,(360, 225),0,0,0,0,(1073.636038969322, 218.63603896932102),(353.636038969321, 681.363961030679),(1073.636038969322, 668.636038969321),
10,30,,0,0,0,0,(360, 225),0,0,0,0,(1072.9289321881356, 217.92893218813447),(352.92893218813447, 682.0710678118655),(1072.9289321881356, 667.9289321881345),
11,30,,0,0,0,0,(360, 225),0,0,0,0,(1072.2218254069492, 217.22182540694791),(352.2218254069479, 682.7781745930521),(1072.2218254069492, 667.2218254069479),
12,30,,0,0,0,0,(360, 225),0,0,0,0,(1071.5147186257627, 216.51471862576136),(351.51471862576136, 683.4852813742386),(1071.5147186257627, 666.5147186257614),
13,30,,0,0,0,0,(360, 225),0,0,0,0,(1070.8076118445763, 215.8076118445748),(350.8076118445748, 684.1923881554252),(1070.8076118445763, 665.8076118445748),
14,30,,0,0,0,0,(360, 225),0,0,0,0,(1070.1005050633898, 215.10050506338825),(350.10050506338825, 684.8994949366117),(1070.1005050633898, 665.1005050633883),
15,30,,0,0,0,0,(360, 225),0,0,0,0,(1069.3933982822034, 214.3933982822017),(349.3933982822017, 685.6066017177983),(1069.3933982822034, 664.3933982822017),
16,30,,0,0,0,0,(360, 225),0,0,0,0,(1068.686291501017, 213.68629150101515),(348.68629150101515, 686.3137084989849),(1068.686291501017, 663.6862915010151),
17,30,,0,0,0,0,(360, 225),0,0,0,0,(1067.9791847198305, 212.9791847198286),(347.9791847198286, 687.0208152801714),(1067.9791847198305, 662.9791847198286),
18,30,,0,0,0,0,(360, 225),0,0,0,0,(1067.272077938644, 212.27207793864204),(347.27207793864204, 687.727922061358),(1067.272077938644, 662.272077938642),
19,30,,0,0,0,0,(360, 225),0,0,0,0,(1066.5649711574576, 211.5649711574555),(346.5649711574555, 688.4350288425445),(1066.5649711574576, 661.5649711574555),
20,30,,0,0,0,0,(360, 225),0,0,0,0,(1065.8578643762712, 210.85786437626894),(345.85786437626894, 689.1421356237311),(1065.8578643762712, 660.8578643762689),
21,30,,0,0,0,0,(360, 225),0,0,0,0,(1065.1507575950848, 210.15075759508238),(345.1507575950824, 689.8492424049176),(1065.1507575950848, 660.1507575950824),
22,30,,0,0,0,0,(360, 225),0,0,0,0,(1064.4436508138983, 209.44365081389583),(344.44365081389583, 690.5563491861042),(1064.4436508138983, 659.4436508138958),
23,30,,0,0,0,0,(360, 225),0,0,0,0,(1063.736544032712, 208.73654403270928),(343.7365440327093, 691.2634559672907),(1063.736544032712, 658.7365440327093),
24,30,,0,0,0,0,(360, 225),0,0,0,0,(1063.0294372515255, 208.02943725152272),(343.0294372515227, 691.9705627484773),(1063.0294372515255, 658.0294372515227),
25,30,,0,0,0,0,(360, 225),0,0,0,0,(1062.322330470339, 207.32233047033617),(342.32233047033617, 692.6776695296638),(1062.322330470339, 657.3223304703362),
26,30,,0,0,0,0,(360, 225),0,0,0,0,(1061.6152236891526, 206.61522368914962),(341.6152236891496, 693.3847763108504),(1061.6152236891526, 656.6152236891496),
27,30,,0,0,0,0,(360, 225),0,0,0,0,(1060.9081169079661, 205.90811690796306),(340.90811690796306, 694.0918830920369),(1060.9081169079661, 655.9081169079631),
28,30,,0,0,0,0,(360, 225),0,0,0,0,(1060.2010101267797, 205.2010101267765),(340.2010101267765, 694.7989898732235),(1060.2010101267797, 655.2010101267765),
29,30,,0,0,0,0,(360, 225),0,0,0,0,(1059.4939033455933, 204.49390334558996),(339.49390334558996, 695.50609665441),(1059.4939033455933, 654.49390334559),
30,30,,0,0,0,0,(360, 225),0,0,0,0,(1058.7867965644068, 203.7867965644034),(338.7867965644034, 696.2132034355966),(1058.7867965644068, 653.7867965644034),
31,30,,0,0,0,0,(360, 225),0,0,0,0,(1058.0796897832204, 203.07968978321685),(339.49390334558996, 696.9203102167832),(1058.0796897832204, 653.0796897832168),
32,30,d,0,0,0,0,(361, 225),0,0,0,0,(1057.372583002034, 202.3725830020303),(338.7867965644034, 697.6274169979697),(1057.372583002034, 652.3725830020303),
33,30,d,0,0,0,0,(362, 225),0,0,0,0,(1056.6654762208475, 201.66547622084374),(339.49390334558996, 698.3345237791563),(1056.6654762208475, 651.6654762208437),
34,30,d,0,0,0,0,(363, 225),0,0,0,0,(1055.958369439661, 200.9583694396572),(338.7867965644034, 699.0416305603428),(1055.958369439661, 650.9583694396572),
35,30,d,0,0,0,0,(364, 225),0,0,0,0,(1055.2512626584746, 200.25126265847064),(339.49390334558996, 699.7487373415294),(1055.2512626584746, 650.2512626584706),
36,30,d,0,0,0,0,(365, 225),0,0,0,0,(1054.5441558772882, 199.54415587728408),(338.7867965644034, 700.4558441227159),(1054.5441558772882, 649.5441558772841),
37,30,d,0,0,0,0,(366, 225),0,0,0,0,(1053.8370490961017, 198.83704909609753),(339.49390334558996, 701.1629509039025),(1053.8370490961017, 648.8370490960975),
38,30,d,0,0,0,0,(367, 225),0,0,0,0,(1053.1299423149153, 198.12994231491098),(338.7867965644034, 701.870057685089),(1053.1299423149153, 648.129942314911),
39,30,d,0,0,0,0,(368, 225),0,0,0,0,(1052.4228355337289, 197.42283553372442),(339.49390334558996, 702.5771644662756),(1052.4228355337289, 647.4228355337244),
40,30,d,0,0,0,0,(369, 225),0,0,0,0,(1051.7157287525424, 196.71572875253787),(338.7867965644034, 703.2842712474621),(1051.7157287525424, 646.7157287525379),
41,30,d,0,0,0,0,(370, 225),0,0,0,0,(1051.008621971356, 196.00862197135132),(339.49390334558996, 703.9913780286487),(1051.008621971356, 646.0086219713513),
42,30,d,0,0,0,0,(371, 225),0,0,0,0,(1050.3015151901695, 195.30151519016476),(338.7867965644034, 704.6984848098352),(1050.3015151901695, 645.3015151901648),
43,30,d,0,0,0,0,(372, 225),0,0,0,0,(1049.594408408983, 194.5944084089782),(339.49390334558996, 705.4055915910218),(1049.594408408983, 644.5944084089782),
44,30,d,0,0,0,0,(373, 225),0,0,0,0,(1048.8873016277967, 193.88730162779166),(338.7867965644034, 706.1126983722083),(1048.8873016277967, 643.8873016277917),
45,30,sd,0,0,0,0,(373.70710678118655, 225.70710678118655),0,0,0,0,(1048.1801948466102, 193.1801948466051),(339.49390334558996, 706.8198051533949),(1048.1801948466102, 643.1801948466051),
46,30,sd,0,0,0,0,(374.4142135623731, 226.4142135623731),0,0,0,0,(1047.4730880654238, 192.47308806541855),(338.7867965644034, 707.5269119345814),(1047.4730880654238, 642.4730880654186),
47,30,sd,0,0,0,0,(375.12132034355966, 227.12132034355966),0,0,0,0,(1046.7659812842373, 191.765981284232),(339.49390334558996, 708.234018715768),(1046.7659812842373, 641.765981284232),
48,30,sd,0,0,0,0,(375.8284271247462, 227.8284271247462),0,0,0,0,(1046.058874503051, 191.05887450304544),(338.7867965644034, 708.9411254969546),(1046.058874503051, 641.0588745030454),
49,30,sd,0,0,0,0,(376.53553390593277, 228.53553390593277),0,0,0,0,(1045.3517677218645, 190.3517677218589),(339.49390334558996, 709.6482322781411),(1045.3517677218645, 640.3517677218589),
50,30,sd,0,0,0,0,(377.2426406871193, 229.24264068711932),0,0,0,0,(1044.644660940678, 189.64466094067234),(338.7867965644034, 710.3553390593277),(1044.644660940678, 639.6446609406723),
51,30,sd,0,0,0,0,(377.9497474683059, 229.94974746830587),0,0,0,0,(1043.9375541594916, 188.93755415948579),(339.49390334558996, 711.0624458405142),(1043.9375541594916, 638.9375541594858),
